Review,label,confidence
good,Positive,0.999696255
saat melakukan verifikasi psikotes selalu gagal bagaimana mau tesnya seharusnya ada opsi psikotes yang lainnya,Negative,0.930586815
sangat bermanfaat,Positive,0.999705732
saya perpanjang sim a dan c secara bersamaan dan masa berlakunya pun mati 25 maret 2024 dan telah melakukan pengajuan proses perpanjangan juga di hari yang sama dengan kedua sim tersebut saya memilih untuk diantar lewat pos dengan tujuanalamat yang sama kenapa harus dikenakan biaya pada kedua sim tersebut seharusnya bisa dijadikan satu saja dan biaya pengiriman cukup dikenakan satu saja tidak pada masing² sim itu saja keluhan saya selebihnya mantap sekali semua proses dari awal sampai akhir,Positive,0.97765106
anggaran bikin aplikasi ini sangat bsar tapi tidak ada perbaikan bug diaplikasi nya tim it pengembang aplikasi nya pada apa ya pak kok cndrung tidak diurus aplikasi nya pembaruan perbaikan bug sangat lmbat padahal banyak sekali bug nya ini saya coba mau scan sim yang baru jadi tambah data digitalisasi sim selalu gagal gagal lagi diulang berhari nomor whatsapp pengaduan juga tidak guna tidak direspon sama sekali kluhan yang disampaikan dibaca pun tidak bginikah pelayanan publik kepolisian republik indonesia untuk masyarakat,Negative,0.999864578
saya kasih bintang 2 dlubru aktifasi cuma saat verifikasi e kartu tanda penduduk atau sim a tidak bisamungkin perlu di perbaiki lagi oleh developer nya aplikasi untuk instansi negara seharusnya jauh lebih pengguna friendly dan membantu,Positive,0.979339063
sangat mudah prosesnyamantap,Positive,0.999690771
masa tidak pembaruan maalah yang android 13 ke bawah baru bisa ambil foto dari galeri,Neutral,0.999685764
pelayanan perpanjangan sim c yang cepat dan mudah,Positive,0.999456465
belum bisa di gunakan untuk kepulauan riau,Neutral,0.999431312
baru banget buat kan di suruh buat pin giliran di coba tidak bs2 padahal pin nya sama di ganti sama semuanya juga tidak bisa,Negative,0.999759495
3dulu ya pak pol habis perapanjang sim offline mau pembaruan data digital sim lama ke sim baru tidak ada fitur pembaruan atau hapus tambah documen juga gagal terus kalau sudah bisa tambah bintang lagi mantap sudah bisa pembaruan jadi 5 bintangnya,Negative,0.999785244
setiap kali melengkapi data selalu gagal nik nama dan email tidak bisa dikirim mau sampai kapan buat aplikasi cacat,Negative,0.999800265
sangat bagus,Positive,0.999732912
perpanjang jadi tidak ribet tidak perlu antre keren maju terus inovasinya,Positive,0.99648416
aplikasi sangat membantu,Positive,0.999532938
cepat tidak ribet lebih hemat biaya,Positive,0.987919331
aplikasi yang sangat membantu dan memudahkan semoga kepolisian republik indonesia ke depan lebih baik,Positive,0.999613225
kalau bisa pengeriman sim ac dijadikan 1 kasihan kurir ongkirnya,Negative,0.999566495
sangat membantu sekali,Positive,0.999306083
eror terus,Negative,0.999888659
akhirnya jadi meskipun kesulitan di awal proses lumayan sekitar 15,Positive,0.974099636
maju terus korlantas kepolisian republik indonesia,Neutral,0.775721133
proses cepatmantab,Neutral,0.992910087
tidak bisa unggah dari galeri,Neutral,0.949512184
aplikasi beraaaaaakk tidak guna tidak bermutu login juga tidak bisa najjis,Negative,0.999883652
pelayanan bagus,Positive,0.999703109
kenapa tidak bisa unggah foto dari galery ya di pengaturan juga tidak ada pilihan untuk izinkan baca galery,Neutral,0.999459803
aplikasi masih belum bisa di pakai,Neutral,0.998070776
kenapa verifikasi hasil tes kesehatan dan psikologi tidak centang biru setelah di coba berkalikali,Neutral,0.999630928
aplikasi ini sangat membantu,Positive,0.999670148
proses perpanjangan lebih mudah secara online,Positive,0.997132182
lebih efisien tidak harus antre lama,Positive,0.999353945
mau daftar tapi tidak bisa konfirmasi pin kembali itu kenapa ya padahal pin yang ku pakai sama kok,Negative,0.999445617
aplikasi tidak jelas sudah daftar menunya tidak bisa,Negative,0.999866128
oke banget,Positive,0.998921752
mantap dan top mhn aplikasi di pembaruan untuk versi android terbaru agar lebih hebat,Positive,0.999532819
sangat membantu untuk perpanjangan sim,Positive,0.999515295
mantap,Positive,0.999696374
satpas sidoarjo cepat cuma 3 hari proses terus kirim,Neutral,0.996881604
mantap,Positive,0.999696374
aplikasi tidak fungsi verifikasi kartu tanda penduduk berulang kali gagal terus instruksi gerakkan terlalu cepat berganti dan tidak bisa mendeteksi,Negative,0.999772012
terima kasih untuk kepolisian daerah jabar karena cepat responnya,Positive,0.999558508
aplikasi nya masih butuh banyak pengembangan,Neutral,0.998527884
josss,Positive,0.994368494
opsi membuat sim online belum tersedia tapi aplikasinya sudah dipublish,Neutral,0.999717534
perpanjangan sim cukup dari rumah,Neutral,0.996342361
sangat terbantu,Positive,0.999743044
proses cukup cepat,Positive,0.99756515
banyak kekurangannyaverifikasi sering gagal terus,Negative,0.994463027
semoga di permudah lagi cara mengisi dan bertransaksi kalau bisa sistem unggah foto bisa di gunakan di semu android terima kasih sudah membantu perpanjangan sim,Neutral,0.999750912
tidak bisa melengkapi data gangguan terus,Negative,0.999474347
mau perpanjang sim tapi tidak bisa uplod gambar atau foto,Neutral,0.99970752
mau berapa lama proses pengembangannya,Negative,0.997700751
tidak bisa uplod foto,Neutral,0.996879101
memudahkan,Positive,0.999632597
alhamdulillah aplikasi sangat membantu,Positive,0.999675751
apa tidak bisa unggah foto yang di galery sampai kapan indonesia kayak begini polisi penanganannya lambat banget padahal sudah di gaji negara,Negative,0.99973911
perlu ditingkatkan lagi pelayanannya dan lebih dipermudah lagi dalam penggunaannyatrims,Negative,0.968971372
kenapa ketika daftar gagal terus setelah scan sim,Neutral,0.787601471
,Positive,0.999595702
sangat membantu sekali dan mungkin kedepannya bisa menambah fitur memperpanjang stnk juga cocok untuk yang kurang sehat atau sering di pindahkan kerja keluar kota,Positive,0.999300361
aplikasinya tidak membantu sama sekali unggah foto lewat galeri tidak bisa giliran foto langsung malah ditolak katanya fotonya itu tidak boleh diedit warna background terus diulangi lagi daftar dari awal tetap ditolak alasannya sama karena foto padahal fotonya sama sekali tidak diedit kalau tidak mau memproses tidak usah buat aplikasi online,Negative,0.99977392
daftar malamnya besok sore sudah 80 lusa sudah tiba dirumahterimakasih korlantas satpas,Neutral,0.99900347
mau mengisi data diri gagal terus gangguan sistem,Negative,0.999780834
aplikasinya berfungsi dengan baik hanya saja saat input data yang berupa foto di handphone saya tidak bisa buka galeri jadi harus foto langsung tidak bisa ambil data dari galeri,Neutral,0.992511153
oke,Neutral,0.999501824
tidak bisa unggah via galery untuk android terbaru,Neutral,0.999445379
sangat membantu,Positive,0.999589026
sangat membantu banget apalagi bagi yang mageran cocok buat sim online sangan simple dan cepat pengiriman nya,Positive,0.999325275
good,Positive,0.999696255
good,Positive,0.999696255
mantap coba tujuan,Positive,0.99884063
bagus namun digitalisasi simnya tidak berlaku dan verifikasi elektonik kartu tanda penduduk dan sim fisik sangat sulit,Negative,0.999810636
mau lengkapi data tidak bisa ini,Neutral,0.999428332
tolong dong di perbaiki applikasinya,Neutral,0.99969244
memuaskan,Positive,0.999676824
baiknya konfirmasi by whatsapp semua jangan lewat sms dan perubahan dokumen diberi kesempatan dua kali perbaikan,Neutral,0.999653459
sangat membantu sekali dengan adanya aplikasi ini prosesnya juga cepat terima kasih banyak kepolisian republik indonesia,Positive,0.999395728
tidak bisa fertifikasi kartu tanda penduduk,Negative,0.970717311
sangat memuaskan terima kasih atas layanan terbaiknya,Positive,0.99962914
tidak bisa login lagi eror sudah dilog out pas memasukkan pin tidak bisa,Negative,0.999860525
login saja susahnya meminta ampun pin salah terus hadehhh,Negative,0.999851704
sangat memuaskan,Positive,0.999702513
oke,Neutral,0.999501824
terima kasih ini sangat membantu,Positive,0.999666691
tidak bisa unggah foto dari galeri,Neutral,0.998777211
kenapa saya tidak bisa melakukan perpanjangan sim di akun saya terkendala verivikasi elektonik kartu tanda penduduk mohon bantuannya,Neutral,0.999711812
sangat membantu tidak perlu datang ke satpas,Positive,0.999209642
verifikasi sangat susah,Negative,0.999843717
banyak fungsi yang belum aktif seperti pembuatan sim baru stnk dan lain lain yang berfungsi cuma perpanjangan sim doankk jadi bintang 1 dulu lah rugi dong,Negative,0.999873638
bagaimana cara mengubah email yang salah,Negative,0.669006824
tidak bisa memilih lewat galeri padahal ada opsi pilih galeri,Negative,0.974705517
dana tidak bisa di refund,Negative,0.996174932
sangat membantu dan aplikasi perlu diadakan untuk layanan yang lain,Positive,0.99921608
tolong dong aplikasinya masa tidak bisa ganti nomer saya butuh buat perpanjangan tetapi tidak bisa karena nik sudah terdaftar di nomor telepon yang sudah tidak aktf lagi lama karena hilang dan tidak bisa do aktifkan kembali juga karena sudah lama banget solusinya harus perpanjangan offline sedangkan saya punya anak bayi 2 repot tidak bisa meninggalkan anak buat perpanjangan offline tolong ditingkatkan lagi kedepannya jika mau perpanjangan sim online gbsa harus offline buat apa adanya aplikasi ini,Negative,0.994923174
kapan uang saya dikembalikan proses ditolak uang tidak kembali apa haus uang lebih dari 4 bulan tidak ada tanda tanda uang kembali,Neutral,0.754314423
disarankan bagi kalian yang belum mencoba yang sibuk dan tidak bisa meninggalkan pekerjaan bisa dengan on line simple terima kasih digital korlantas best,Neutral,0.993579745
mau buat akun saja susahnya meminta ampun buat pin gagal keterangan too weak padahal cuma angka doang terus yang kuat kaya bagaimana,Negative,0.999815524
mohon untuk dipermudah verifikasi elektonik kartu tanda penduduk karena saya sulit sekali untuk verifikasi wajah selalu gagal dan tanda x karena aplikasi ini sangat saya butuh kan untuk perpanjang masa berlaku sim saya mohon untuk diberikan bantuan agar dapat mudah dalam verifikasi elektonik kartu tanda penduduk,Neutral,0.99850142
tidak jelas banyak gangguan perlu di perbaiki lagi,Negative,0.979770422
bagus,Positive,0.999703705
habis perbaharui dokumen sampai sekarang tidak ada kelanjutan nya sampai sim nya mati mau pengaduan di apakah nya tidak bisa juga,Negative,0.999819577
lebih mudah daripada harus berurusan dengam calo,Positive,0.948615968
sangat membantu di saat sibuk dengan pekerjaan,Positive,0.999545038
tolong dong difix in lagi aplikasinya saya tidak bisa mengambil foto via galey min,Neutral,0.999570787
baik dan sangat membantu joos pokoknya,Positive,0.999501348
aplikasi belum matang sudah dipakasakan untuk digunakan masih banyak yang harus dibenahi verifikasi elektonik kartu tanda penduduk saja gagal terus padahal sudah sesuai giliran mau unggah foto tidak bisa parah,Negative,0.999657989
,Positive,0.999595702
sangat membantu sekali dalam pembuatan sim online,Positive,0.999236584
mantap dan cepat,Positive,0.999689102
sangat membantu kita yang tidak ada waktu untuk datang langsung,Positive,0.999491096
alhamdulillah 2 sim selesai diperpanjang di polresta sidoarjo proses 1 minggu dari awal bayar coba sim coba di rumah,Positive,0.999206364
aplikasi paling funky,Positive,0.999303222
alternatif yang sangat efektif dan efisien,Positive,0.999733388
pelayanan mantap,Positive,0.999711692
mending offline deh daripada online kalau keliru tidak bisa di benarkan sykeliru menulis tanggal masa berlaku dan tanggal pembuatan tidak bisa di benarkan ujung2ny offline ya allah begini amat ujian puasa mau cari gampang malah jadi beban begini,Negative,0.999767482
fitur unggah tidak bisa via file hanya bisa via camera langsungfitur kirim sim juga tidak bisa hanya bisa ambil sendiri dan ujung ujungnya fotokopi kartu tanda penduduk dan sim yang lama saat pengambilan di satpas yang pilih,Neutral,0.999100447
terus tingkatkan,Neutral,0.904137075
terima kasih playanan mantap betul,Positive,0.999751985
untuk yang mau melakukan perpanjangan sim bagusnya urus lewat ini saja simple barusan sim saya jadi meskipun prosesnya seminggu tapi keseluruhan perpanjangan sim nya tanpa kendala,Positive,0.997862756
membantu banget dengan fasilitas perpanjang sim,Positive,0.985422254
memuaskan,Positive,0.999676824
saya baru saja perpanjang sim tapi kok di aplikasinya tertera masa berlakunya coba hari ini tanggal yang di foto tertulis tanggal hari inigimana apakah memang seperti itumohon bimbinganny,Neutral,0.998793483
kenapa di klik sim baru tapi yang muncul selalu maaf layanan belum tersedia,Neutral,0.999574959
bukan nya malah mepermudah tapi buat sim saya mati karena menunggu lama,Negative,0.999839306
untuk unggah data data tidak bisa dari galerisedangkan data data termasuk foto yang jelas sudah di save di galeri jadi mempersulit lagi 2 kali coba di batalkan terus dengan alasan foto kurang jelasterus proses lama,Negative,0.999621272
luar biasamudahcepat dan murah,Positive,0.999665022
bagus,Positive,0.999703705
mantap proses cepat sim langsung di kirim ke rumah,Neutral,0.891941965
sama sekali tidak bisa login,Negative,0.999838829
awalnya bisa data syarat surat kesehatan dan tes psikolog online sudah bisa total habis 75000 tapi waktu mau lanjut tidak bisa di lanjut online proses nya malah gagal2 terus terus tiap back mau login isi dta2 lagi dari awal tolong di peningkatan aplikasi nya,Neutral,0.986476898
good apakah,Positive,0.999343932
alhamdulillah finish,Positive,0.999719083
aplikasi apa ini verifikasi tidak bisa disuruh online presisi katanya nyatanya hmmmmm yang tahu pura pura tak tahu yang tak tahu jangan dikasih tahu,Negative,0.999464452
sangat mengecawakan saya sudah melakukan pengajuan perpanjangan sim dan sudah memenuhi seluruh persyaratan yang diminta tapi setelah 3 hari diproses tiba tiba ditolak untungnya masih ada waktu sebelum masa berlaku sim habis sebenarnya dengan adanya apakah ini mempermudah apa mempersulit masyarakat ya,Negative,0.918335855
bug kendala pada unggah foto tidak bisa membuka galeri,Negative,0.688022912
buat pin nya ngulang² terus padahal sudah benar,Negative,0.999790251
kalau bisa pembuatan baru juga bisa online,Neutral,0.99959451
terus saja pengembangan,Negative,0.995641589
coba perpanjang sim online coba di thp tes psikologi sudah bayar tes lanjut ke tes kesehatan tapi saat datang ke faskes ruangan kosong tidak ada pelayanan tanya k samsat katanya belum bisa mengajukan online untuk daerah ini dan terpaksa mengurus secara manual saran jika kiranya aplikasi ini belum bisa digunakan untuk wilayah tertentu sebaiknya diberi peringatan di apknya jadinya tidak sia sia yang sudah tes psikologi membuang biaya dan waktu tapi hasil tes tidak dapat digunakan dan ujung ujungnya mengurus offline juga,Neutral,0.876181126
aplikasi yang mempermudah pelayanan bagi masyarakat,Positive,0.996983945
tidak bisa melakukan apa apa layanan belum tersedia begitu mulu pas di gunakan semua fitur nya,Negative,0.999327779
gangguan sistem sampai berhari2 buat isi data saja susah gangguan sistem melulu sebenarnya ini benaran tidak sih apkny,Negative,0.999788702
waktu yang diperbolehkan untuk perpanjang sim misal masa habis awal bulan april berapa minggu atau hari sebelum sim masa habis,Neutral,0.999659538
kok tidak bisa kalau buat sim c baru di aplikasi digital korlantas kepolisian republik indonesia dalam pengembangan terus aneh apakah nya,Negative,0.999830604
suka banget bisa mengurus 2 sim secara online dan enggak menunggu yang terlalu lama juga sih apalagi bisa pakai foto yang bagus poin plus banget buat digital korlantas,Positive,0.999555767
verifikasi kartu tanda penduduk selalu gagal,Negative,0.99903357
sangat tidak membantu berkas tidak bisa pakai unggah dari galery karakter alamat pun di korupsi atau sengaja dipersulit agar lewat calo biar bisa bagi hasil,Negative,0.999869943
mentok tidak bisa unggah dokumen dari galeri tolong diperbaiki admin terima kasih,Negative,0.999832988
mantap tidak ribet lumayan cepat juga prosesnya,Positive,0.999192178
mudah mudahan membanfu,Neutral,0.946986258
aplikasi nya tidak bermanfaat sekali,Negative,0.999877214
tiap mau lengkapi data dibilang ada gangguan sistem lapor ke rekan nya solusinya tidak ada dibilang suruh verifikasi kartu tanda penduduk ditanya di bagian mana verifikasi nya bukan dijawab aneh kayaknya belum ikhlas buat digitalisasi biar tidak minim pungutan liar,Negative,0.999749601
simple mudah dan cepat,Positive,0.999606907
sangat membantu sekali matap,Positive,0.999470055
tidak bisa akses gallery untuk unggah dokumen di samsung galaxy a34 padahal sudah melewati proses panjang tes kesehatan dan tes psikologi,Neutral,0.99968493
alhamdulillah sim saya selesai,Positive,0.999606192
bagus banget hari ini ajukqn data besoknya sim nya sudah dikirim ke rumah saran kedepannya untuk aplikasinya agar di pembaruan lagi untuk android versi terbaru tidak bisa unggah berkas dari galeri,Positive,0.9715451
terobosan yang bagus sekali memudahkan tanpa ribet dan tinggal tunggu saja di rumah,Positive,0.99955374
bisa di kerjakan dimana saja kapan saja waktu akhir pekan juga bisa,Neutral,0.999637842
sangat membantu,Positive,0.999589026
,Positive,0.999595702
alhamdulillah memudahkan dalam perpanjangan sim barokallahufiikum,Positive,0.999713004
seharusnya buat sim bisa oline karena percuma kalau ofline tes atau tidak tes tetap saja bayar sama seperti menembak terlalu banyak mafia dan calo dalam pembuatan sim,Negative,0.999858499
layanan mudah cocok bagi pekerja yang tidak punya waktu ke kantor layanan sim,Positive,0.998935163
bagus sangat membantu,Positive,0.999619246
bagus simpel tidak ribet dan enggak harus antre semoga makin cepat dan lancar prosesnya,Positive,0.999622464
aplikasinya tidak membantu sama sekali verifikasi sim digital selalu gagal,Negative,0.999859571
sangat sangat membatu pokok sukses terus korlantas tambah jaya jaya jaya,Positive,0.99963963
bersabr gais lihat tutor di youtube biar tidak salah,Neutral,0.99966085
semoga di permudah dan di perluas pelayanan onlinennya,Neutral,0.999694467
pelayanan yang memudahkan menghindari antrean yang membuang tenaga dan waktu lanjut stnk online,Positive,0.997012615
sudah 7 hari perpanjang sim lewat apakah ini tapi belum juga di kirim tahu begini ke samsat saja langsung,Neutral,0.999585092
ingin memperbarui data diri namun terdapat gangguan secara terus menerus rekan di hubungi tidak menjawab,Neutral,0.996910989
pelayanan baghus aplikasi lancar tapi tidak berlaku buat aplikasi di smartphone di atas android 10,Neutral,0.988403738
aplikasi tidak bisa di aksesdi buka muncul info dalam pengembanganaduhh semoga bisa di perbaiki iya hayuk lahsiap kasih bintang 7 kalau sudah di perbaiki salam presisi siap,Positive,0.942193329
aplikasi burik tidak bisa di pakai,Negative,0.999802768
aneh kita buat kartu tanda penduduk tidak di rusuh anggukan kepala tidak di suruh kedipkan mata tapi buat sim online di suruh foto kedipkan mata suruh anggukan kepala ya beda lah sama foto kartu tanda penduduk tidak sesuai lah kok aneh,Negative,0.999830961
tidak optimal,Negative,0.999878168
susah enggak bisa melengkapi data,Negative,0.999711096
sudah login tapi kalau mengisi data identitas selalu gagal,Neutral,0.990727544
alhamdulillah sangat baik dan mantap,Positive,0.999749959
aplikasi banyak erornya tadinya bisa loggin terus besoknya login salah terus aplikasi jadul bukan mempermudah masyarakat malah mempersulit biar dapat cuan aduh negeri ini,Negative,0.999881148
digital sim kok gagal terus padahal nomor sim sudah benar,Negative,0.999689102
sudah dibuatkan sandi tapi selalu weakcoba lagiterus dicoba terus seperti itu,Positive,0.97500515
kenapa prosesnya lama ya menunggu 2 minggu sedangkan sim awal sudah mau mati jadi urusnya susah kalau sudah mati,Negative,0.999820769
tolong buat sim baru disediakan agar kami yang ingin membuat sim baru bisa di mudahkan juga,Neutral,0.999730885
permisi pak mohon maaf sayai ingin bertanya kenapa tidak bisa mengunggah foto lewat galeri ya pak soalnya untuk pas foto perpanjangan sim di suruh latar biru sedangkan foto saya yang latar biru ada di galeri pak mohon arahannya terima kasih,Neutral,0.999533772
masa dalam pengembangan terus saat buka aplikasi,Neutral,0.999101996
gabiaa di daftarkan nik nya gangguan terus,Neutral,0.956827939
good mudah proses nya,Positive,0.999596536
kalau memang masih proses perkembangan jangan di luncurin apakah nya pak bu,Neutral,0.994273365
sangat membantu mudah murah cepat dan bisa dikerjakan dari rumah berarti sekali bagi irt yang ribet dengan anak tidak perlu sulit lagi untuk urusan sim,Positive,0.999364436
kepada pengembang aplikasi mohon ditindaklanjuti untuk proses unggah berkas yang tidak bisa terupload untuk android di atas 10 saya sangat butuh aplikasi ini dikarenakan kesibukan pekerjaan terima kasih,Neutral,0.783472896
semakin mudah,Positive,0.999622583
alhamdulillah saya puas dengan program ini,Positive,0.999726832
sistem selalu eror isi data selalu gagal ini mah ujung ujung suruh datang juga,Negative,0.999763668
sangat membantu dalam pengurusan sim dari mana saja,Positive,0.999435484
kalow tes kesehatan masih disuruh datang ke lokasi terus gunanya apa aplikasi online,Neutral,0.995733559
android 10 ke atas tidak bisa ambilbdari galeri sehingga pengguna kesusahan unggah foto karena harus bacdrop warna biru ukuran tidak bisa langsung 480 kalau lewat galeri kan bisa diedit dulu,Neutral,0.996222377
amanat undangundang dalam aplikasi setengah jadi,Neutral,0.999184668
saya perpanjangan simtapi saya salah masukan masa berlakunya simapakah simny akan di buat sesuai dengan yang saya buat,Neutral,0.999746978
tolak saja terus foto close up nya dana elite aplikasi sulit,Negative,0.999849081
kok tidak bisa urus sim baru,Negative,0.999761164
kenapa tidak bisa melakukan pengaduan ditulis masih dalam pengembangan padahal saya mau tanya untuk pembayaran saya berhasil atau tidak karena ditransaksi dibayar saja belum di proses,Neutral,0.908921778
ketika ada hal yang tidak jelas saya lalu komunikasi via email dan chat whatsapp dan responnya lebih dari cukup untuk menjawab pertanyaan saya terima kasih,Neutral,0.999631763
saya scan barcode sim suami yang berdua umum kok malah yang timbul sim a ya,Neutral,0.995307267
tidak bisa unggah dokumen terus kenapa tes kesehatannya cuma ada di lokasi yang jauh ya tidak bisa memilih jadi sama saja kayak buat sim offline mana telat akhirnya sim ku mati,Negative,0.99986434
pelayanan bagus,Positive,0.999703109
hebat pertahankan layanan sim onlinesyukur2 kedepannya perpanjangan atau bayar pajak kendaraan bisa secara online,Neutral,0.992970884
bagusdan sangat membantu sekali,Positive,0.999498129
aplikasinya tolong di sempurnakan lagi tinggal menunggu fitur pembuatan sim online,Neutral,0.999665856
saya kasih bintang 3 dulu memang sangat membantu untuk perpanjangan karena persyaratan sudah memenuhi semua dan sudah bayar tapi belum dalam proses itu kira kira berapa lama untuk di proses kalau benar sudah jadi baru saya tambah untuk bintang nya terima kasih,Positive,0.983231187
1 tidak bisa unggah dari galeri diandroid terbarudiios bisa 2 tes kesehatan tidak bisa dilakukan dipuskesmas 3 tidak terintegrasi satu sama lain jadi apabila ditolak tidak bisa urus disatpas keliling 4 lebih baik sekarang urus offline dulu karena nyatanya lebih cepat offline karena online balik lagi di awal tes kesehatan bisa disatpas tertentu saja,Neutral,0.648759484
lumayan,Positive,0.999452293
tidak bisa unggah dokumen hanya bisa foto,Neutral,0.998866558
apikasi tidak bisa di pakai,Neutral,0.95976609
kenapa ya pada saat mau melengkapi data kok terjadi kesalahan terus pada sistem kami tulisannya mohon hubungi customer service tapi saya cari nomornya tidak ada meminta tolong bantuannya ya pakbu,Negative,0.99857688
kurang sempurna,Negative,0.999861836
mudah cepat,Positive,0.999570787
kalau perpanjangan sim b1 bisa tidak beda wilayah misal sim b1 buat di daan mogotlalu mau diperpanjang di wilayah bekasitrus kalau via online untuk perpnjangan sim b1 sudah bisa blmsmga dapat pencerahan nyaterima kasih,Neutral,0.998816133
tidak membantu sama sekali unggah foto untuk verifikasi gagal terus tidak ada gunanya,Negative,0.999867201
kenapa tidak bisa di akses ya saya mau daftar buat sim baru tapi keterangannya lagi ada pengembangan aplikaai,Neutral,0.99955231
belum layak digunakan untuk sepenuhnya dan belum bisa untuk digunakan dalam segala hal tolong bantu kami masyarakat dengan memudahkan dengan cara online,Negative,0.999142885
sangat membantu terima kasih,Positive,0.999495029
payah untuk developer fitur verifikasi kartu tanda penduduk jelek menyusahkan angle kamera depan beresolusi tinggi saya tapi selalu di tolak padahal semua sama bahkan saya pakai baju yang sama sesuai kartu tanda penduduk karena verivikasi nya tidak kompeten sarann mending jangan jadi developer,Negative,0.999862313
tidak bisa daftar customer servisnya juga tidak ada,Negative,0.999408484
sim coba dengan aman proses mudah memudahkan masyarakat,Positive,0.9986884
cukup puas hemat waktu hemat tenaga hemat cuan tapi harus sabar menunggu 11hari sim bisa coba ditangan,Positive,0.887950122
proses mudah dan cepat,Positive,0.99959892
mantap,Positive,0.999696374
terima kasih korlamtas kepolisian republik indonesia saya sudah terbantu dengan aplikasi ini semoga pembaruan terbaru bisa pakai handphone terbaru juga,Positive,0.998755217
mohon untuk proses pra collecting di percepat,Neutral,0.999692559
aplikasinya belum sempurna selalu gangguan ketika diakses saya jadi tibak bisa verifikasi data karena selalu muncul notifikasi mohon maaf gangguan sangat tidak berguna,Negative,0.999873996
kalau mau pakai aplikasi ini syaratnya sabar karena selain aga suka ngeblank aplikasinya juga kadang eror kadang bisa kirim data kadang engkk tapi sisi positifnya bisa banget untuk menghindari pungutan liar polisi² semoga aplikasi nya semakin berkembang menjadi lebih baik,Positive,0.999671936
bisa menggunakan aplikasi ini dengan baik,Positive,0.994735539
sangat membantu proses cepat tidak sampaibseminggu sudah jadi,Positive,0.999399543
membantu buat kaum malas gerak keluar perpanjangan,Positive,0.992165923
sangat membantu terima kasih sukses selalu,Positive,0.999607503
saya mau verifikasi data diri gagal terus,Negative,0.999113739
mau melakukan aktivasiisi dokumen buat dilengkapi selalu gagal bahkan dicoba malam2 juga sama saja sulit buat daftar,Negative,0.999863267
mohon aplikasi sudah terlalu banyak bermasalah dari tidak bisa unggah gambar untuk versi android yang terkini hingga pengiriman file yang selalu rusak saat diterima oleh pihak administrasi yang mengakibatkan gagal dalam proses perpanjangan suatu dokumen yang dimana telah melakukan transaksi dan selalu gagal di proses,Neutral,0.987101436
buat pin tidak bisa pin too weak di coba pakai pin acak juga begitu aplikaasi aneh,Negative,0.999852419
mudah dan cepat dalam perpanjang sim praktis keren,Positive,0.999233603
bagaimana cara mengecek sim yang hilang dengan nomor nik sedangkan apakah nya saja belum jadi pak,Neutral,0.999092698
tolong diupdate saya tidak bisa uploud dokumen dari galeri,Neutral,0.999723852
sangat membantu sekaliiii,Positive,0.99921453
alhamdulillah terima kasih atas pelayanan yang sangat memuaskan jaya terus polisi 62 semoga semakin bagus lagi pelayanan nya,Positive,0.99961251
aplikasi nya kok tidak bisa dibuka ya,Negative,0.999862671
verifikasi susah ganti email juga susah sekali tobat tobat ujung ujungnya harus datang ke satpas terdekat kalau belum siap enggak usah di launching cuma formalitas semata,Negative,0.999799669
sangat membantu,Positive,0.999589026
sangat bermanfaat adanya perpanjangan sim online inisemoga saja kedepanya bisa serba onlinebiar mempermudahh,Positive,0.999603808
sangat membantu,Positive,0.999589026
bagus dan cepat,Positive,0.999724329
tolong perbaiki mau unggah dokumen lewat galeri tidak bisa,Neutral,0.999695897
terima kasih kepolisian republik indonesia terobosanya sangat membantu,Positive,0.999670863
terima kasih atas pelayanan nya,Positive,0.999713242
3 hari langsung jadi,Neutral,0.988236725
pelayanannya baik dan lancar,Positive,0.999712765
proses terbilang mudah untuk yang tidak gagap teknologi proses cepat dari pengajuan tanggal 21 maret di terima tanggal 23 maret keren,Positive,0.9992944
mantap perpanjang sim jadi lebih mudah terima kasih,Positive,0.998970985
aplikasi nya sangat membantu sekali perpanjang sim tidak perlu ribet semua bisa di lakukan di rumah sim dikirim langsung ke rumah terima kasih atas kemudahan ini,Positive,0.99967885
aplikasil lancar mudah cuma agak lama prosesnya,Positive,0.997333527
aplikasi mudah digunakan semoga kedepannya bisa leboh baik lagi,Positive,0.998328865
mudah dan cepat,Positive,0.999601901
saya revisi untuk reviewnya ya sekarang sudah jauh lebih baik,Neutral,0.573545814
oke,Neutral,0.999501824
keren cuma 2 hari perpanjang sim online,Positive,0.98248142
sangat membantu sekali,Positive,0.999306083
sangat bermanfaat,Positive,0.999705732
gembira rasanya ada aplikasi ini jadi tidak usah ke satpas satpas terdekat dari rumah saya 35km lumayan irit bensin begitu awalnya angan angan saya setelah unduh app ini hem baru buat pin saja susahnya meminta ampun konfirmasi gagal terus coba kapan entah semoga cepat teratasi mohon untuk diperbaiki aplikasinya supaya masyarakat mudah membuat sim,Positive,0.942518175
mantultapi perlu dandan masih agak lambat diram kecil,Neutral,0.99146831
dengan adanya sistem online sangat membantu sekali,Positive,0.999462545
membantu sekali dan menghilangkan pungutan liar bagus banget tapi tolong kalau ada syaratsyarat yang tidak benar tolong diberikan kesempatan untuk memperbaiki jangan langsung di refund terima kasih,Negative,0.991702974
lebih simpel,Positive,0.999494076
